Query,relevant_transcript,relevance_score,old query
Who does not have a driving license?,"(9 9) Amy: Hi, Sheldon. I’m just driving home from my mother’s.",0,
Who does not have a driving license?,(10 13) Sheldon: Would you like to play a driving game I invented?,0,
Who does not have a driving license?,"(1 10) Sheldon: Ah, because it’s in Long Beach, and I don’t drive.",1,
Who does not have a driving license?,(2 17) Sheldon: But the flash drive is in a locked drawer in my desk.,0,
Who does not have a driving license?,"(4 23) Sheldon (to Raj): I’ll give you $1,000 if you’ll drive me home.",1,
Who does not have a driving license?,(9 5) Sheldon: Is that the prototype drive system for the high-G rover?,0,
Who does not have a driving license?,"(1 7) Leonard: Aaah, for God’s sake, Sheldon, you are driving me crazy.",0,
Who does not have a driving license?,(2 5) Sheldon: Okay. I’ll give it a shot. (Gets out. Penny drives away.),0,
Who does not have a driving license?,"(2 5) Penny: Yeah, and I never wanted to kick Albert Einstein in the nuts. You know, I gotta ask, why didn’t you just get a license at 16 like everybody else?",2,
Who does not have a driving license?,"(10 1) Sheldon: Well, and you need to drive the car and mind your business.",0,
Who does not have a driving license?,(9 3) Raj: We can drive there.,0,
Who does not have a driving license?,"(8 9) Leonard: Sheldon, do you realize that driving is riskier than surgery?",1,
Who does not have a driving license?,"(10 17) Sheldon: Not entirely, the fight over who’s going to drive is still…",0,
Who does not have a driving license?,"(2 5) Sheldon: No, you said you couldn’t drive me to work, this is from work.",1,
Who does not have a driving license?,"(3 8) Penny: Well, I can’t drive!",0,
Who does not have a driving license?,(5 5) Leonard: You want to drive?,0,
Who does not have a driving license?,(4 12) Sheldon: He wouldn’t drive me to work today. I had to wear my bus pants.,0,
Who does not have a driving license?,"(10 1) Leonard: Yeah, drive safe.",0,
Who does not have a driving license?,"(3 8) Penny: Okay, can you drive me?",0,
Who does not have a driving license?,(2 5) Sheldon: I’m transcending the situation. I’m clearly too evolved for driving.,1,
Who does not have a driving license?,(1 16) Guy: I drive a Chevy Cavalier.,0,
Who does not have a driving license?,"(3 8) Sheldon: That doesn’t mean one won’t be in another, especially if I’m driving.",1,
Who does not have a driving license?,(5 11) Leonard: Are you okay to drive?,0,
Who does not have a driving license?,"(5 3) Penny: Okay, I’m not driving him.",0,
Who does not have a driving license?,(3 16) Penny: No! It wasn’t a betrayal. It was more of a can’t afford any more points on my license. I already have to buy my insurance from this place in the Cayman Islands.,0,
Who does not have a driving license?,"(8 20) Josh: Sorry, I have a long drive.",0,
Who does not have a driving license?,(10 17) Penny: Just say you want to drive.,0,
Who does not have a driving license?,"(9 8) Dave: Uh, thanks for driving me home.",0,
Who does not have a driving license?,"(3 22) Past Leonard: Well, can’t you drive?",1,
Who does not have a driving license?,(9 19) Sheldon: Yeah? Did the guy make sure that this has a one terabyte solid-state drive?,0,
Who does not have a driving license?,"(6 4) Howard: Yeah. The lack of gravity did decompress my spine, so I’m like an inch and a half taller. I’m going to the DMV tomorrow to get my license changed before I shrink back.",0,
Who does not have a driving license?,"(10 17) Penny: Hey, babe, you want to drive?",0,
Who does not have a driving license?,(4 1) Sheldon: I wish you weren’t wearing flip-flops. It’s dangerous to drive in flip-flops.,0,
Who does not have a driving license?,"(8 19) Sheldon: There’s a speaker box. Drive up, push the button, and let’s see what happens.",0,
Who does not have a driving license?,"(5 6) Penny: Ooh, maybe a little Rodeo Drive.",0,
Who does not have a driving license?,"(3 21) Leonard: Penny, I can still drive you.",0,
Who does not have a driving license?,"(2 9) Steph: Yeah, I assume I’m not driving anywhere tonight. (Sheldon lets out a loud noise).",0,
Who does not have a driving license?,"(10 20) Penny: I don’t even run there, I drive.",0,
Who does not have a driving license?,(9 19) Amy: I’m driving the car. I need to know.,0,
Who does not have a driving license?,"(3 11) Leonard: I drove, Mother. I’m driving now.",0,
Who does not have a driving license?,"(10 17) Penny: Amy, do us a favour, please drive.",0,
Who does not have a driving license?,"(8 16) Sheldon: Gary Con, do we fly or drive? Do we wear costumes? And if so, who gets to be Gary?",0,
Who does not have a driving license?,"(2 20) Stuart: You drive a hard bargain, but here.",0,
Who does not have a driving license?,"(2 11) Penny: Yeah. Oh, can I drive the motorcycle?",0,
Who does not have a driving license?,"(2 17) Sheldon: Okay, now you’re going to insert the flash drive into the USB port. She calls me Moon Pie because I’m nummy-nummy and she could just eat me up, now, please put the flash drive in the USB port. The one that looks like a little duck’s mouth.",0,
Who does not have a driving license?,(8 1) Leonard: Feel like driving to Arizona with me?,0,
Who does not have a driving license?,(3 8) Penny: Could you please drive a little faster?,0,
Who does not have a driving license?,(5 24) Bernadette (off): Why can’t she drive herself?,0,
Who does not have a driving license?,(3 1) Raj: I was really hoping to see a cattle drive.,0,
Who does not have a driving license?,(2 8) Girl: He said that I could drive a car on Mars.,0,
Who does not have a driving license?,"(6 20) Sheldon: Actually, I meant you could drive me. But if it makes you happy, that other stuff, too.",0,
Who does not have a driving license?,(7 5) Leonard: I thought Amy was gonna drive you home.,0,
Who does not have a driving license?,"(7 2) Sheldon: You say one thing and do the other, so then you are driving me and you find me a delight.",0,
Who does not have a driving license?,(4 13) Glenn (voice): I’m driving back to L.A. tonight.,0,
Who does not have a driving license?,"(9 6) Sheldon: Wait, hold on, hold on. How do we know that you’re not gonna take the money and drive away?",0,
Who does not have a driving license?,"(3 11) Leonard: Once again, I’m driving. I’m right here.",0,
Who does not have a driving license?,"(3 8) Sheldon: For the record, I should let you know this is my first time driving an actual motor vehicle.",0,
Who does not have a driving license?,"(5 10) Penny (waking, bleary): You should probably drive.",0,
Who does not have a driving license?,(10 10) Howard: Fine. Who wants to drive me to the store?,0,
Who does not have a driving license?,(7 21) Sheldon: My mother would lock her car doors if she had to drive through this hodgepodge of ethnicity.,0,
Who does not have a driving license?,(10 17) Leonard: I don’t have a problem with your driving.,0,
Who does not have a driving license?,(10 1) Bernadette: Because you were driving like a lunatic.,0,
Who does not have a driving license?,(3 11) Beverley: Thank you for driving me back to my hotel.,0,
Who does not have a driving license?,"(2 17) Leonard: Okay, Sheldon, I’m going to say why and your answer cannot be because I forgot my flash drive.",0,
Who does not have a driving license?,"(10 5) Sheldon: If we’re just going to drive around aimlessly, the least you could do is take me for ice cream.",0,
Who does not have a driving license?,"(6 13) Howard: Look, Leonard, there’s a bridge. Drive off it.",0,
Who does not have a driving license?,(3 17) Leonard: And it wasn’t when we were driving like this?,0,
Who does not have a driving license?,"(4 15) Sheldon: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",0,
Who does not have a driving license?,"(10 17) Penny: It’s not complicated. Amy’s driving, that’s it.",0,
Who does not have a driving license?,"(1 16) Random guy: Which hard drive do I want, firewire or USB?",0,
Who does not have a driving license?,(3 16) Sheldon: But the only reason I was driving your car was because you were in distress and I was rescuing you.,0,
Who does not have a driving license?,"(7 19) Sheldon: On the one hand, the Xbox One has a better camera, but the PS4 has a removable hard drive. Thoughts?",0,
Who does not have a driving license?,(10 6) Bernadette: I don’t want to drive that. It’s such a mom car.,0,
Who does not have a driving license?,"(10 11) Raj: For God’s sake, just drive in the knife, why don’t you.",0,
Who does not have a driving license?,"(10 17) Penny: No, it’s fine, I know you don’t like the way I drive.",0,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
